"IMDB_URL","Film","Year","Body_Count"
"http://www.imdb.com/title/tt0375912/","Layer Cake",2004,8
"http://www.imdb.com/title/tt0386140/","The Legend of Zorro",2005,13
"http://www.imdb.com/title/tt0093409/","Lethal Weapon",1987,26
"http://www.imdb.com/title/tt0097733/","Lethal Weapon 2",1989,33
"http://www.imdb.com/title/tt0104714/","Lethal Weapon 3",1992,17
"http://www.imdb.com/title/tt0122151/","Lethal Weapon 4",1998,30
"http://amazon.imdb.com/title/tt0110413/","Leon",1994,33
"http://www.imdb.com/title/tt0498380/","Letters from Iwo Jima",2006,84
"http://www.imdb.com/title/tt0363771/","Chronicles of Narnia: The Lion, the Witch

& the Wardrobe",2005,86
"http://www.imdb.com/title/tt0070328/","Live and Let Die",1973,11
"http://www.imdb.com/title/tt0120735/","Lock, Stock and Two Smoking Barrels",1998,16
"http://www.imdb.com/title/tt0071695/","Lone Wolf and Cub: White Heaven in Hell",1974,169
"http://www.imdb.com/title/tt0116908/","The Long Kiss Goodnight",1996,68
"http://www.imdb.com/title/tt0427470/","The Lookout",2007,7
"http://www.imdb.com/title/tt0120737/","LotR: Fellowship of the Ring",2001,118
"http://www.imdb.com/title/tt0167261/","LotR: The Two Towers",2002,468
"http://imdb.com/title/tt0167260/","LotR: Return of the King",2003,836
"http://www.imdb.com/title/tt0343996/","The Lost City",2005,41
"http://www.imdb.com/title/tt0425210/","Lucky Number Slevin",2006,19
"http://www.imdb.com/title/tt1050160/","The Machine Girl",2008,25
"http://www.imdb.com/title/tt0079501/","Mad Max",1979,9
"http://www.imdb.com/title/tt0082694/","Mad Max 2: Road Warrior",1981,44
"http://www.imdb.com/title/tt0089530/","Mad Max Beyond Thunderdome",1985,12
"http://www.imdb.com/title/tt0054047/","The Magnificent Seven",1960,55
"http://www.imdb.com/title/tt0266465/","A Man Apart",2003,39
"http://www.imdb.com/title/tt0071807/","The Man with the Golden Gun",1974,6
"http://www.imdb.com/title/tt0100114/","Marked for Death",1990,34
"http://www.imdb.com/title/tt0120746/","The Mask of Zorro",1998,26
"http://www.imdb.com/title/tt0133093/","Movie Body Counts:The Matrix",1999,39
"http://www.imdb.com/title/tt0110478/","Maverick",1994,4
"http://www.imdb.com/title/tt0467197/","Max Payne",2008,38
"http://www.imdb.com/title/tt0117011/","Maximum Risk",1996,18
"http://www.imdb.com/title/tt0102422/","McBain",1991,181
"http://www.imdb.com/title/tt0291341/","Mean Machine",2001,3
"http://www.imdb.com/title/tt0209144/","Memento",2000,4
"http://www.imdb.com/title/tt1013753/","Milk",2008,4
"http://www.imdb.com/title/tt0181689","Minority Report",2002,4
"http://www.imdb.com/title/tt0087727/","Missing in Action",1984,100
"http://www.imdb.com/title/tt0117060/","Mission: Impossible",1996,9
"http://www.imdb.com/title/tt0120755/","Mission: Impossible II",2000,37
"http://www.imdb.com/title/tt0317919/","Mission: Impossible III",2006,23
"http://www.imdb.com/title/tt0884328/","The Mist",2007,46
"http://imdb.com/title/tt0113855/","Mortal Kombat",1995,11
"http://www.imdb.com/title/tt0356910/","Mr. & Mrs. Smith",2005,43
"http://www.imdb.com/title/tt0780571/","Mr. Brooks",2007,9
"http://www.imdb.com/title/tt0120616/","The Mummy",1999,155
"http://www.imdb.com/title/tt0408306/","Munich",2005,49
"http://www.imdb.com/title/tt0246544/","The Musketeer",2001,56
"http://www.imdb.com/title/tt1179891/","My Bloody Valentine 3D",2009,24
"http://www.imdb.com/title/tt0402399/","The New World",2005,28
"http://www.imdb.com/title/tt0087800/","A Nightmare on Elm Street",1984,4
"http://www.imdb.com/title/tt0477348/","No Country for Old Men",2007,22
"http://www.imdb.com/title/tt0481369/","The Number 23",2007,10
"http://www.imdb.com/title/tt0086034","Octopussy",1983,46
"http://www.imdb.com/title/tt0466909/","The Omen",2006,8
"http://www.imdb.com/title/tt0110725/","On Deadly Ground",1994,25
"http://www.imdb.com/title/tt0064757","On Her Majesty's Secret Service",1969,26
"http://imdb.com/title/tt0101020/","Once a Theif",1991,59
"http://imdb.com/title/tt0285823/","Once Upon A Time In Mexico",2003,99
"http://www.imdb.com/title/tt0119839/","Operation Delta Force",1997,120
"http://imdb.com/title/tt0102614/","Out For Justice",1991,20
"http://www.imdb.com/title/tt0120780/","Out of Sight",1998,9
"http://www.imdb.com/title/tt0075029/","The Outlaw Josey Wales",1976,120
"http://www.imdb.com/title/tt0457430/","Pan's Labyrinth",2006,30
"http://www.imdb.com/title/tt0120786/","The Patriot",1998,42
"http://www.imdb.com/title/tt0187393/","The Patriot",2000,123
"http://www.imdb.com/title/tt0105112/","Patriot Games",1992,35
"http://imdb.com/title/tt0120784/","Payback",1999,18
"http://imdb.com/title/tt0213149/","Pearl Harbor",2001,153
"http://www.imdb.com/title/tt0293508/","Phantom of the Opera",2004,3
"http://www.imdb.com/title/tt0325980","Pirates of the Caribbean: Curse of the

Black Pearl",2003,42
"http://www.imdb.com/title/tt0383574/","Pirates of the Caribbean: Dead Man's Chest",2006,90
"http://www.imdb.com/title/tt0052077/","Plan 9 from Outer Space",1959,7
"http://www.imdb.com/title/tt0095877/","Platoon Leader",1988,106
"http://www.imdb.com/title/tt0107843/","Point of No Return",1993,35
"http://www.imdb.com/title/tt0093773/","Predator",1987,64
"http://www.imdb.com/title/tt0482571/","The Prestige",2006,7
"http://www.imdb.com/title/tt0110891/","Prince of Jutland",1994,38
"http://amazon.imdb.com/title/tt0110413/","Leon",1994,33
"http://imdb.com/title/tt0069134/","Pulp",1972,6
"http://www.imdb.com/title/tt0110912/","Pulp Fiction",1994,10
"http://www.imdb.com/title/tt0098141/","The Punisher (1989)",1989,96
"http://www.imdb.com/title/tt0465580/","Push",2009,24
"http://www.imdb.com/title/tt0082971/","Raiders of the Lost Ark",1981,84
"http://www.imdb.com/title/tt0462499/","Rambo",2008,247
"http://www.imdb.com/title/tt0089880/","Rambo: First Blood Part II",1985,67
"http://www.imdb.com/title/tt0095956/","Rambo III",1988,127
"http://www.imdb.com/title/tt0091828/","Raw Deal",1986,38
"http://www.imdb.com/title/tt0087985/","Red Dawn",1984,118
"http://www.imdb.com/title/tt0199753/","Red Planet",2000,4
"http://www.imdb.com/title/tt0098180/","Red Scorpion",1989,104
"http://www.imdb.com/title/tt0253556/","Reign of Fire",2002,32
"http://www.imdb.com/title/tt0120008/","The Replacement Killers",1998,38
"http://www.imdb.com/title/tt0105236/","Reservoir Dogs",1992,12
"http://www.imdb.com/title/tt0318627/","Resident Evil: Apocalypse",2004,123
"http://www.imdb.com/title/tt0432021/","Resident Evil: Extinction",2007,124
"http://imdb.com/title/tt0282552/","Riders",2002,6
"http://www.imdb.com/title/tt0265651/","Ripley's Game",2002,11
"http://www.imdb.com/title/tt0339579/","Ritana",2002,91
"http://www.imdb.com/title/tt0098206/","Road House",1989,7
"http://us.imdb.com/title/tt0093870/","RoboCop",1987,34
"http://www.imdb.com/title/tt1032755/","RocknRolla",2008,11
"http://www.imdb.com/title/tt0117500/","The Rock",1996,24
"http://us.imdb.com/title/tt0107983/","Romeo is Bleeding",1993,15
"http://imdb.com/title/tt0122690/","Ronin",1998,34
"http://www.imdb.com/title/tt0110891/","Prince of Jutland",1994,38
"http://www.imdb.com/title/tt0327850/","The Rundown",2003,46
"http://www.imdb.com/title/tt0093894/","The Running Man",1987,41
"http://www.imdb.com/title/tt0404390/","Running Scared",2006,22
"http://www.imdb.com/title/tt0318649/","Sahara",2005,68
"http://www.imdb.com/title/tt0120815/","Saving Private Ryan",1998,255
"http://www.imdb.com/title/tt0086250/","Scarface",1983,44
"http://www.imdb.com/title/tt0277296/","Scorpion King",2002,105
"http://www.imdb.com/title/tt0084649/","Secret of NIMH",1982,12
"http://www.imdb.com/title/tt0363988/","Secret Window",2004,4
"http://www.imdb.com/title/tt0379786/","Serenity",2005,0
"http://www.imdb.com/title/tt0464196/","Severance",2006,28
"http://www.imdb.com/title/tt0162650/","Shaft 2000",2000,22
"http://www.imdb.com/title/tt0365748/","Shaun of the Dead",2004,60
"http://www.imdb.com/title/tt0111161/","The Shawshank Redemption",1994,4
"http://www.imdb.com/title/tt0465602/","Shoot 'Em Up",2007,151
"http://www.imdb.com/title/tt0102915/","Showdown In Little Tokyo",1991,48
"http://www.imdb.com/title/tt0286106/","Signs",2002,3
"http://www.imdb.com/title/tt0102926","The Silence of the Lambs",1991,8
"http://www.imdb.com/title/tt0117653/","Silent Trigger",1996,35
"http://www.imdb.com/title/tt0401792/","Sin City",2005,53
"http://www.imdb.com/title/tt0162661/","Sleepy Hollow",1999,25
"http://www.imdb.com/title/tt1010048/","Slumdog Millionaire",2008,8
"http://www.imdb.com/title/tt0475394/","Smokin' Aces",2007,47
"http://www.imdb.com/title/tt0417148/","Snakes on a Plane",2006,60
"http://www.imdb.com/title/tt0208092/","Snatch",2000,26
"http://www.imdb.com/title/tt0360009/","Spartan",2004,15
"http://www.imdb.com/title/tt0111257/","Speed",1994,7
"http://www.imdb.com/title/tt0076752/","The Spy Who Loved Me",1977,73
"http://www.imdb.com/title/tt0486655/","Stardust",2007,22
"http://www.imdb.com/title/tt0253754/","Star Trek: Nemesis",2002,54
"http://www.imdb.com/title/tt0120915/","Star Wars I",1999,34
"http://www.imdb.com/title/tt0121765/","Star Wars II",2002,55
"http://www.imdb.com/title/tt0121766/","Star Wars III",2005,115
"http://www.imdb.com/title/tt0076759/","Star Wars IV",1977,75
"http://imdb.com/title/tt0080684/","Star Wars V",1980,30
"http://imdb.com/title/tt0086190/","Star Wars VI",1983,69
"http://imdb.com/title/tt0120201/","Starship Troopers",1997,256
"http://imdb.com/title/tt0282552/","Riders",2002,6
"http://www.imdb.com/title/tt0102984/","Stone Cold",1991,45
"http://us.imdb.com/title/tt0114558/","Strange Days",1995,12
"http://www.imdb.com/title/tt0489282/","Strange Wilderness",2008,15
"http://www.imdb.com/title/tt0162677/","Summer of Sam",1999,10
"http://www.imdb.com/title/tt0448134/","Sunshine",2007,15
"http://www.imdb.com/title/tt0108255/","Super Mario Bros.",1993,8
"http://imdb.com/title/tt0348150/","Superman Returns",2006,10
"http://www.imdb.com/title/tt0408236/","Sweeney Todd: The Demon Barber of Fleet

Street",2007,12
"http://www.imdb.com/title/tt0120851/","Sweepers",1998,74
"http://www.imdb.com/title/tt0244244/","Swordfish",2001,41
"http://www.imdb.com/title/tt0365737/","Syriana",2005,11
"http://www.imdb.com/title/tt0936501/","Taken",2008,35
"http://www.imdb.com/title/tt0098439/","Tango & Cash",1989,20
"http://www.imdb.com/title/tt0075314/","Taxi Driver",1976,4
"http://www.imdb.com/title/tt0372588/","Team America",2004,79
"http://www.imdb.com/title/tt0088247/","Terminator",1984,34
"http://www.imdb.com/title/tt0103064/","Terminator 2: Judgment Day",1991,23
"http://www.imdb.com/title/tt0181852/","Terminator 3",2003,14
"http://www.imdb.com/title/tt0469494/","There Will Be Blood",2007,4
"http://www.imdb.com/title/tt0084787/","The Thing",1982,21
"http://www.imdb.com/title/tt0114660/","Things to Do in Denver When You're Dead",1995,15
"http://www.imdb.com/title/tt0041959/","The Third Man",1949,4
"http://www.imdb.com/title/tt0059800/","Thunderball",1965,47
"http://www.imdb.com/title/tt0300556/","Timeline",2003,65
"http://www.imdb.com/title/tt0120338/","Titanic",1997,307
"http://us.imdb.com/title/tt0114681/","To Die For",1995,2
"http://www.imdb.com/title/tt0108358/","Tombstone",1993,55
"http://www.imdb.com/title/tt0100802/","Total Recall",1990,77
"http://www.imdb.com/title/tt0092106/","Transformers: The Movie",1986,47
"http://www.imdb.com/title/tt0293662/","The Transporter",2002,8
"http://www.imdb.com/title/tt0388482/","Transporter 2",2005,11
"http://www.imdb.com/title/tt0332452/","Troy",2004,572
"http://www.imdb.com/title/tt0111503/","True Lies",1994,71
"http://imdb.com/title/tt0108399/","True Romance",1993,21
"http://www.imdb.com/title/tt217869/","Unbreakable",2000,4
"http://www.imdb.com/title/tt0105690/","Under Siege",1992,65
"http://www.imdb.com/title/tt0114781/","Under Siege 2",1995,47
"http://www.imdb.com/title/tt0320691/","Underworld",2003,58
"http://www.imdb.com/title/tt0401855/","Underworld: Evolution",2006,75
"http://www.imdb.com/title/tt0105698/","Universal Soldier",1992,47
"http://www.imdb.com/title/tt0114814/","The Usual Suspects",1995,39
"http://www.imdb.com/title/tt0434409/","V for Vendetta",2006,59
"http://www.imdb.com/title/tt0985699/","Valkyrie",2008,18
"http://www.imdb.com/title/tt0398378/","Vampires: The Turning",2005,53
"http://www.imdb.com/title/tt0275773/","Versus",2000,127
"http://www.imdb.com/title/tt0086541/","Videodrome",1983,8
"http://www.imdb.com/title/tt0090264","A View To A Kill",1985,37
"http://imdb.com/title/tt0456020/","Waist Deep",2006,6
"http://www.imdb.com/title/tt0841046/","Walk Hard: The Dewey Cox Story",2007,5
"http://www.imdb.com/title/tt0351977/","Walking Tall",2004,6
"http://www.imdb.com/title/tt0499556/","War",2007,97
"http://www.imdb.com/title/tt0884224/","War, Inc.",2008,73
"http://www.imdb.com/title/tt0407304/","War of the Worlds",2005,52
"http://www.imdb.com/title/tt0281364/","Wasabi",2001,22
"http://www.imdb.com/title/tt0202677/","The Way of the Gun",2000,18
"http://www.imdb.com/title/tt0277434/","We Were Soldiers",2002,305
"http://www.imdb.com/title/tt0065207/","Where Eagles Dare",1968,100
"http://www.imdb.com/title/tt0065214/","The Wild Bunch",1969,145
"http://www.imdb.com/title/tt0120903/","X-Men",2000,6
"http://www.imdb.com/title/tt0290334/","X2: X-Men United",2000,26
"http://www.imdb.com/title/tt0376994/","X-Men: The Last Stand",2006,57
"http://www.imdb.com/title/tt0295701/","XXX",2002,75
"http://www.imdb.com/title/tt0329774/","XXX: State of the Union",2005,66
"http://www.imdb.com/title/tt0073918/","The Yakuza",1974,31
"http://imdb.com/title/tt0138946","The Yards",2000,2
"http://www.imdb.com/title/tt0796375/","You Kill Me",2007,10
"http://www.imdb.com/title/tt0062512","You Only Live Twice",1967,91
"http://www.imdb.com/title/tt0443706/","Zodiac",2007,3
"http://www.imdb.com/title/tt0196229/","Zoolander",2001,4
"http://www.imdb.com/title/tt0058777/","Zulu",1964,140
